,Compound,Date,Negative,Neutral,Positive,Tweet,User
212,0.296,2018-06-14 15:07:04,0.752,0.097,0.15,RT @amyfiscus: The nation's immigration judges are increasingly worried that Jeff Sessions is keeping them from delivering justice https://…,nytimes
213,-0.2023,2018-06-14 15:13:23,0.699,0.165,0.136,💚 Hundreds of people have taken part in a silent procession in honour of the 72 people killed in the Grenfell Tower… https://t.co/uBVXW3wwgs,BBC
214,-0.2023,2018-06-14 15:13:23,0.699,0.165,0.136,💚 Hundreds of people have taken part in a silent procession in honour of the 72 people killed in the Grenfell Tower… https://t.co/uBVXW3wwgs,BBC
215,-0.2263,2018-06-14 15:15:08,0.888,0.112,0.0,A government earthquake study included a list of potentially vulnerable high-rise buildings in San Francisco. It in… https://t.co/7Rm1JBS0EW,nytimes
216,-0.5859,2018-06-14 15:30:10,0.78,0.22,0.0,Benjamin Carter Hett presents Hitler's rise as an element of the collapse of a republic confronting dilemmas of glo… https://t.co/fYmnEqjzK6,nytimes
217,0.0,2018-06-14 15:42:50,1.0,0.0,0.0,Get all the latest #WorldCup updates from journalists on the ground.,nytimes
218,0.0,2018-06-14 15:44:51,1.0,0.0,0.0,Follow the @NYTSports journalists covering the World Cup: https://t.co/2i5aV2Mbt5,nytimes
219,0.0,2018-06-14 15:45:03,1.0,0.0,0.0,"Antarctica is now melting so fast, scientists say, that it will contribute six inches to sea-level rise by 2100 https://t.co/Vk5jZA6gaO",nytimes
220,-0.4404,2018-06-14 15:55:03,0.879,0.121,0.0,"RT @nytvideo: There are roughly 2,000 American troops in Syria. Recently, a statement went out for direct attacks against them. Who sent it…",nytimes
221,0.2263,2018-06-14 16:00:21,0.863,0.0,0.137,"😂🦈  If you haven't seen @AlanDavies1's shark impression, you haven't lived. 
#QI https://t.co/LdUwTLxRps",BBC
222,0.2263,2018-06-14 16:00:21,0.863,0.0,0.137,"😂🦈  If you haven't seen @AlanDavies1's shark impression, you haven't lived. 
#QI https://t.co/LdUwTLxRps",BBC
223,-0.296,2018-06-14 16:05:07,0.909,0.091,0.0,"This weekend, take a culture crawl in Lower Manhattan or head to Queens to get down on it with Kool &amp; the Gang… https://t.co/cCLnKulEsO",nytimes
224,0.1779,2018-06-14 16:19:32,0.734,0.12,0.147,RT @StrangeAngel: Mastermind or maniac? Explore the brilliant mind of Jack Parsons in #StrangeAngel. Now streaming on CBS All Access: https…,CBS
225,0.1779,2018-06-14 16:19:32,0.734,0.12,0.147,RT @StrangeAngel: Mastermind or maniac? Explore the brilliant mind of Jack Parsons in #StrangeAngel. Now streaming on CBS All Access: https…,CBS
226,0.0,2018-06-14 16:20:10,1.0,0.0,0.0,"Women can wear pants at the Oscars, while graduating from the Naval Academy, and at just about any workplace in Ame… https://t.co/ou1QUzVhw9",nytimes
227,0.0,2018-06-14 16:35:05,1.0,0.0,0.0,"RT @nytimesbusiness: Federal Reserve chiefs are known for saying little, and making what they did say as opaque as possible. Jerome Powell…",nytimes
228,0.3182,2018-06-14 16:45:05,0.892,0.0,0.108,"To many immigration judges, Jeff Sessions's hard-line agenda is standing in the way of their ability to deliver jus… https://t.co/XLpclEk0xR",nytimes
229,0.6808,2018-06-14 16:52:34,0.777,0.0,0.223,"Breaking News: James Comey was insubordinate in the Clinton email investigation, but a Justice Department report fo… https://t.co/s0wmLQbkL0",nytimes
230,0.0,2018-06-14 17:05:02,1.0,0.0,0.0,The converted Walmart has become the largest licensed migrant children’s shelter in the U.S. — a warehouse for near… https://t.co/6TM8rTqYJH,nytimes
231,0.0,2018-06-14 17:09:19,1.0,0.0,0.0,"The World Cup opened with a speech by Vladimir Putin and a 5-0 victory by Russia, the host, over Saudi Arabia https://t.co/uCoIguA9Ge",nytimes
232,0.0,2018-06-14 17:16:14,1.0,0.0,0.0,"RT @NYTMetro: New York's attorney general calls the Trump Foundation ""little more than a checkbook for payments from Mr. Trump or his busin…",nytimes
233,0.1027,2018-06-14 17:25:05,0.645,0.149,0.206,"When one person’s beliefs sound like hate speech to another, how do you ensure a more civil political debate? https://t.co/pzKEzAGw6A",nytimes
234,-0.296,2018-06-14 17:30:00,0.833,0.167,0.0,"In case you missed it, watch the entire #TonyAwards now: https://t.co/Bm0yNV3Ff3 https://t.co/h3YnFkmSQJ",CBS
235,-0.296,2018-06-14 17:30:00,0.833,0.167,0.0,"In case you missed it, watch the entire #TonyAwards now: https://t.co/Bm0yNV3Ff3 https://t.co/h3YnFkmSQJ",CBS
236,-0.7906,2018-06-14 17:35:02,0.75,0.25,0.0,RT @nytimesbusiness: A $65 billion bidding war has broken out over Rupert Murdoch's TV businesses. This is what the fuss is all about. http…,nytimes
237,0.0,2018-06-14 17:45:04,1.0,0.0,0.0,"Fed chiefs normally use the royal “we,” or at least put the committee first when summing up their positions. Jerome… https://t.co/F8havEPSIe",nytimes
238,-0.3818,2018-06-14 17:55:06,0.841,0.159,0.0,RT @nytimesbusiness: “It makes no sense to revoke a professional license from someone who is trying to pay their student loans” https://t.c…,nytimes
239,0.4588,2018-06-14 18:00:25,0.833,0.0,0.167,"'I'm glad you're in my life.'

💕 How dementia has brought together a 71-year-old and an 18-year-old. https://t.co/5yTs9XYxEj",BBC
240,0.4588,2018-06-14 18:00:25,0.833,0.0,0.167,"'I'm glad you're in my life.'

💕 How dementia has brought together a 71-year-old and an 18-year-old. https://t.co/5yTs9XYxEj",BBC
241,0.5106,2018-06-14 18:05:06,0.807,0.0,0.193,Why has President Trump’s charity faced years of legal scrutiny? And what does the New York attorney general’s laws… https://t.co/zKaJuRQmQM,nytimes
242,0.0,2018-06-14 18:15:04,1.0,0.0,0.0,"RT @nytimesarts: ""I never thought I would talk about it.’ So Florence Welch put it in a song. https://t.co/0wXsCswTXJ",nytimes
243,0.5566,2018-06-14 18:23:45,0.759,0.066,0.175,"In Opinion, James Comey writes: 

""I do not agree with all of the inspector general’s conclusions, but I respect th… https://t.co/lAyxYOz08G",nytimes
244,0.0,2018-06-14 18:25:06,1.0,0.0,0.0,"""How do I repair my relationship to food in the shadow of a mom who will never change the way she understands weigh… https://t.co/0beqM3gC2c",nytimes
245,0.6369,2018-06-14 18:35:06,0.766,0.0,0.234,"RT @nytimesworld: Mexico and the U.S. are deeply intertwined through migration, culture, language, history, natural resources and — yes — s…",nytimes
246,0.6369,2018-06-14 18:45:07,0.776,0.0,0.224,"Ivana Trump returns to the spotlight … to promote a diet that promises followers they can “eat pasta, cookies and l… https://t.co/0rJvD4xgED",nytimes
247,-0.3089,2018-06-14 18:55:03,0.861,0.139,0.0,"RT @ginakolata: Mediterranean diet study is retracted and re-analyzed. But not everyone is convinced.
https://t.co/FZPXm8rt9W",nytimes
248,-0.0258,2018-06-14 19:03:07,0.948,0.052,0.0,Anne Robinson meets women from across the UK to find out - 100 years on from suffrage - what's still preventing the… https://t.co/0Vkrm7bFz6,BBC
249,-0.0258,2018-06-14 19:03:07,0.948,0.052,0.0,Anne Robinson meets women from across the UK to find out - 100 years on from suffrage - what's still preventing the… https://t.co/0Vkrm7bFz6,BBC
250,0.4404,2018-06-14 19:05:04,0.854,0.0,0.146,"36 Hours in Seville: Take a tapas tour, learn the basics of flamenco, or relax in thermal baths https://t.co/UGkNJ4D6jG",nytimes
251,0.4215,2018-06-14 19:20:06,0.859,0.0,0.141,Leaders of many faiths have spoken out consistently against Trump's immigration policies. What has changed is that… https://t.co/VQKGdvVrss,nytimes
252,-0.3612,2018-06-14 19:25:28,0.872,0.128,0.0,".@PressSec: ""[@POTUS] was briefed on the IG report earlier today and it reaffirmed the president's suspicions about… https://t.co/PTfhycRyXb",FoxNews
253,-0.4939,2018-06-14 19:28:55,0.833,0.167,0.0,".@PressSec on NY AG suing Trump Foundation: ""The current acting NY AG has stated that battling the WH is the most i… https://t.co/drCocBtpFu",FoxNews
254,-0.296,2018-06-14 19:30:10,0.854,0.098,0.049,"RT @MichaelPaulson: “I was afraid she’d use her magic and accidentally freeze my heart.” The story of a 3-year-old boy, his dad, and Elsa.…",nytimes
255,0.5423,2018-06-14 19:30:23,0.844,0.0,0.156,".@PressSec on Kim Jong Un, @POTUS meeting: ""The focus of the summit was denuclearization and peace on the peninsula… https://t.co/I0vBEWiaIN",FoxNews
256,0.5719,2018-06-14 19:32:00,0.837,0.0,0.163,"We're celebrating female voices and achievements across the BBC to mark 100 years since women got the vote. 

Kate… https://t.co/VbnExFqEI1",BBC
257,0.5719,2018-06-14 19:32:00,0.837,0.0,0.163,"We're celebrating female voices and achievements across the BBC to mark 100 years since women got the vote. 

Kate… https://t.co/VbnExFqEI1",BBC
258,-0.5267,2018-06-14 19:32:04,0.793,0.207,0.0,Trump's pick for South Korea ambassador says North Korea remains a nuclear threat https://t.co/L15zoBSnlT https://t.co/YQDimT5rHq,CNN
259,0.0,2018-06-14 19:35:49,1.0,0.0,0.0,"""Come on Sarah, you're a parent. Don't you have any empathy for what these people are going through?"" CNN political… https://t.co/gGPhXt3TXB",CNN
260,-0.4767,2018-06-14 19:36:58,0.769,0.163,0.068,".@PressSec on immigration: ""The separation of illegal alien families is the product of the same legal loopholes tha… https://t.co/BcvG7PQH2O",FoxNews
261,0.0,2018-06-14 19:39:03,1.0,0.0,0.0,A building in London just sold for $100 million — per floor https://t.co/Zvl831oWVc https://t.co/5mXCAUy4Xo,CNN
262,0.128,2018-06-14 19:41:24,0.919,0.0,0.081,".@PressSec on immigration bills: ""[@POTUS has] already laid out a proposal that closes the legal loopholes and prov… https://t.co/U0bgbcitNz",FoxNews
263,0.0,2018-06-14 19:43:09,1.0,0.0,0.0,Watchdog report revelation: DOJ inspector general refers five FBI employees for investigation over 'hostile' politi… https://t.co/3u0bu80hxr,FoxNews
264,0.0,2018-06-14 19:45:09,1.0,0.0,0.0,The notes Albert Einstein wrote while traveling through Asia and the Middle East reveal xenophobic views of the peo… https://t.co/IeqkyX7Sws,nytimes
265,0.0,2018-06-14 19:46:04,1.0,0.0,0.0,"Why in the movies, home is the scariest place to be https://t.co/x8J4mGMshY https://t.co/8VyrCjMe9t",CNN
266,0.802,2018-06-14 19:47:37,0.745,0.0,0.255,".@PressSec on report that she's leaving: ""I can tell you that I show up here every day. I love my job. I'm glad to… https://t.co/bBPv90KwlU",FoxNews
267,-0.4019,2018-06-14 19:52:33,0.891,0.109,0.0,"John Bussey on IG report: ""The details do kind of underscore the problems in the FBI and with the judgement calls t… https://t.co/PrFZzHaz5A",FoxNews
268,-0.5423,2018-06-14 19:53:03,0.837,0.163,0.0,What President Trump said about the media is bad. What Republican Rep. Mo Brooks said is even worse.… https://t.co/F4l46nRljH,CNN
269,0.0,2018-06-14 19:55:07,1.0,0.0,0.0,RT @nytimesbusiness: We reported last year that states were suspending the licenses of people who had defaulted on their student loans – ma…,nytimes
270,-0.34,2018-06-14 20:00:19,0.87,0.13,0.0,"RNC chair tries to clarify tweet saying those opposed to Trump agenda are ""making a mistake"" https://t.co/ZiRTjsoMar https://t.co/VBexBkkE93",CNN
271,-0.7964,2018-06-14 20:02:51,0.738,0.262,0.0,"AG Jeff Sessions on immigration policy: Illegal entry into the US is a crime; ""I would cite you to the apostle Paul… https://t.co/yi5p2xtT9x",CNN
272,0.3612,2018-06-14 20:05:04,0.865,0.0,0.135,"Recipes in 19th-century cookbooks relied on measurements like a ""handful"" of rice or a ""goodly amount"" of molasses… https://t.co/cQoObwmpIz",nytimes
273,0.0,2018-06-14 20:06:42,1.0,0.0,0.0,".@Comey used personal email to conduct FBI business, watchdog report finds https://t.co/U7JdsNTr5Q",FoxNews
274,-0.6486,2018-06-14 20:07:03,0.694,0.306,0.0,Vice President Mike Pence's shameless suck up to the boss https://t.co/hRuNAu3MyN (via @CNNOpinion) https://t.co/C7cI5QoDX7,CNN
275,0.0,2018-06-14 20:10:07,1.0,0.0,0.0,".@RepMarkMeadows on the DOJ IG report: ""This is the tip of the iceberg."" #Cavuto https://t.co/jzIMFufscP https://t.co/kMLbFsmSuG",FoxNews
276,0.0,2018-06-14 20:14:04,1.0,0.0,0.0,Apple is starting a music publishing business https://t.co/g2mQYAqL74 https://t.co/eSuGXFqVgL,CNN
277,-0.7645,2018-06-14 20:14:21,0.572,0.332,0.096,"'Angered and deeply disappointed'

Lawmakers from both parties slam the FBI and @Comey after the release of the DOJ… https://t.co/wbIZrLmkB9",FoxNews
278,0.0,2018-06-14 20:15:47,1.0,0.0,0.0,"CNN's Jim Acosta asks about family separations at the border: ""Why is the government doing this?""

White House pres… https://t.co/fFCHQGCE4p",CNN
279,-0.1761,2018-06-14 20:17:06,0.918,0.082,0.0,".@RepMarkMeadows: ""It is just extremely concerning that we would have this kind of bias in the premier law enforcem… https://t.co/BKjExQbBNI",FoxNews
280,0.3076,2018-06-14 20:20:08,0.682,0.132,0.186,"Happy Flag Day! But are you flying it wrong? Can a flag touch the ground? Your questions, answered. https://t.co/cSymHh2wgb",nytimes
281,-0.1027,2018-06-14 20:21:03,0.903,0.097,0.0,Russian lawmaker warns women against sex with foreigners during the World Cup https://t.co/S0e3DcebaL https://t.co/wfQGp8ujxR,CNN
282,0.0,2018-06-14 20:24:07,1.0,0.0,0.0,"Former DOJ official Tom Dupree on the Russia investigation: ""I think if you're Bob Mueller, you have to view Jim… https://t.co/uKm5hAWQtY",FoxNews
283,0.3612,2018-06-14 20:27:58,0.872,0.0,0.128,"White House press secretary Sarah Sanders said President Donald Trump was using ""common courtesy"" when he returned… https://t.co/5lRKRljctZ",CNN
284,-0.1779,2018-06-14 20:28:07,0.513,0.274,0.214,Americans are spending like mad again https://t.co/xpTW66twUm https://t.co/wqBqEOhi8J,CNN
285,0.0,2018-06-14 20:29:25,1.0,0.0,0.0,"Democrats @SenSchumer , @SenFeinstein and Rep. @NancyPelosi make remarks after the @JusticeOIG released his report… https://t.co/5QClEWYSuO",FoxNews
286,0.0,2018-06-14 20:30:57,1.0,0.0,0.0,"IG refers five FBI employees for investigation, as more anti-Trump messages revealed - via @brookefoxnews 
https://t.co/wEEIC0IE6g",FoxNews
287,0.5859,2018-06-14 20:31:03,0.78,0.0,0.22,Vladimir Putin saw the World Cup as a chance to showcase his country. Not everyone likes what they see. https://t.co/kbcNCtI4Fy,nytimes
288,0.5267,2018-06-14 20:32:28,0.848,0.0,0.152,RT @TheLeadCNN: The Justice Department's internal watchdog found that former FBI Director James Comey's actions in the Hillary Clinton emai…,CNN
289,0.0,2018-06-14 20:34:52,1.0,0.0,0.0,'Don't You Have Any Empathy?!': Playboy Reporter Goes After Sanders on Migrant Kids Being Separated From Parents. https://t.co/K7giEvC3OR,FoxNews
290,0.0,2018-06-14 20:35:04,1.0,0.0,0.0,From a roar to a whirr — MotoGP goes electric https://t.co/EMzCSyLPKg https://t.co/1xg3wu81GC,CNN
291,0.0,2018-06-14 20:41:07,1.0,0.0,0.0,Russian President Vladimir Putin met with a senior North Korean official in Moscow and invited North Korean leader… https://t.co/kQh7DqGSAP,CNN
292,0.0,2018-06-14 20:43:51,1.0,0.0,0.0,"Earlier, @VP Mike Pence tweeted that he is looking forward to seeing @SteveScalise return to the field for the annu… https://t.co/83b39PDrFr",FoxNews
293,0.0,2018-06-14 20:45:03,1.0,0.0,0.0,"Wrap, seal and cook https://t.co/FfeBMKh0W3 https://t.co/dP18JuPnFq",nytimes
294,0.0,2018-06-14 20:45:03,1.0,0.0,0.0,"Wrap, seal and cook https://t.co/FfeBMKh0W3 https://t.co/dP18JuPnFq",nytimes
295,0.0,2018-06-14 20:47:18,1.0,0.0,0.0,"Today is #FlagDay. As the national debate on flag conduct continues, here's a refresher on the US Flag Code… https://t.co/6D1NIsR9tQ",CNN
296,0.0,2018-06-14 20:48:26,0.688,0.156,0.156,".@SenFeinstein: ""What the @JusticeOIG did conclude was that James @Comey violated Department of Justice policies on… https://t.co/7yyDHhv1RF",FoxNews
297,0.0,2018-06-14 20:51:05,1.0,0.0,0.0,American Express launches new cash back card https://t.co/vcHdD44kFd https://t.co/TKmizNlRrx,CNN
298,-0.3182,2018-06-14 20:56:48,0.777,0.223,0.0,This California ghost town is for sale https://t.co/uuhzbWCzZT https://t.co/RwxR1OZrGa,CNN
299,0.0,2018-06-14 20:59:13,1.0,0.0,0.0,".@RepValDemings: ""What we do know is that there is nothing in the IG report that demonstrates that any action taken… https://t.co/JL9Pja7wy2",FoxNews
300,0.0,2018-06-14 21:00:16,1.0,0.0,0.0,Dads are now at the center of the style universe https://t.co/XHkvTEQsNp,nytimes
301,0.0,2018-06-14 21:00:16,1.0,0.0,0.0,Dads are now at the center of the style universe https://t.co/XHkvTEQsNp,nytimes
302,0.1027,2018-06-14 21:01:05,0.928,0.0,0.072,"Seth Rogen and Evan Goldberg, who directed the 2014 movie ""The Interview, have admitted that they experienced a sen… https://t.co/DYibbo4CEb",CNN
303,0.516,2018-06-14 21:05:18,0.693,0.086,0.221,"BEAR'S BEST FRIEND: Most folks might run away in fear after coming face-to-face with a bear, but not 5-year-old Ian… https://t.co/YbYbqqCP5T",FoxNews
304,-0.4939,2018-06-14 21:06:03,0.758,0.242,0.0,Stolen Christopher Columbus letter to be returned to Vatican https://t.co/2Qr1sGz2QO https://t.co/hQp2gDWJ4i,CNN
305,0.34,2018-06-14 21:07:21,0.876,0.0,0.124,".@nikkihaley and other ambassadors on the @UN Security Council posed for a photo op Thursday, each wearing a jersey… https://t.co/SSGWVaMO6s",FoxNews
306,0.0,2018-06-14 21:11:05,1.0,0.0,0.0,Volvo is the latest automaker to bet on this whiz kid's startup https://t.co/ob7wv511Rp https://t.co/87r75LSYtY,CNN
307,0.34,2018-06-14 21:11:22,0.87,0.0,0.13,"IG report: DOJ official sought Clinton campaign job for son, then shared case info with Podesta https://t.co/Uv5VGCI7hz",FoxNews
308,-0.5267,2018-06-14 21:15:08,0.841,0.159,0.0,".@BretBaier on @JusticeOIG report: ""The big loser: James @Comey. This IG really goes after the former @FBI director… https://t.co/kifryKTm3T",FoxNews
309,0.0,2018-06-14 21:16:09,1.0,0.0,0.0,These are Swiss Institute director Simon Castets' picks for what to see outside the Art Basel fair… https://t.co/0GcLnZZOQN,CNN
310,0.0,2018-06-14 21:17:02,1.0,0.0,0.0,RT @lauriegnyt: Focus on the family? Conservative religious leaders who have long preached about the sanctity of the family are speaking ou…,nytimes
311,0.0,2018-06-14 21:17:02,1.0,0.0,0.0,RT @lauriegnyt: Focus on the family? Conservative religious leaders who have long preached about the sanctity of the family are speaking ou…,nytimes
312,0.0,2018-06-14 21:17:30,1.0,0.0,0.0,"James Comey used a personal Gmail account for official government business while FBI director, after leading the in… https://t.co/LINvyFL3cB",CNN
313,0.0,2018-06-14 21:17:34,1.0,0.0,0.0,".@kimguilfoyle on IG report: ""There you go, @HillaryClinton, the rules of law do not apply to her or to Mr. @Comey.… https://t.co/eggwIpeoay",FoxNews
314,0.1027,2018-06-14 21:19:04,0.928,0.0,0.072,"Seth Rogen and Evan Goldberg, who directed the 2014 movie ""The Interview,"" have admitted that they experienced a se… https://t.co/USjtlASVyi",CNN
315,0.6597,2018-06-14 21:21:01,0.803,0.0,0.197,RT @TheLeadCNN: Comey erred in his decision not to coordinate with his superiors at the Justice Department at key moments in the Clinton em…,CNN
316,-0.3744,2018-06-14 21:21:08,0.891,0.109,0.0,"For a 100 million Egyptians the wait is over — and so is the tension over whether the country's most famous star, M… https://t.co/HWNqG1yWmt",CNN
317,-0.4939,2018-06-14 21:21:29,0.686,0.209,0.105,"RT @TheLeadCNN: The people who were mad about then-President Obama saluting with a coffee cup in his hand would “100% be mad about this, if…",CNN
318,0.0,2018-06-14 21:23:46,1.0,0.0,0.0,".@kimguilfoyle on IG report: ""This is really egregious. You're talking about the FBI that is held to the highest re… https://t.co/ryGTkf1rag",FoxNews
319,0.5267,2018-06-14 21:27:49,0.815,0.0,0.185,"White House press secretary Sarah Sanders said a newly released Justice Department watchdog report ""reaffirmed the… https://t.co/ZWHKDVeffn",CNN
320,0.0258,2018-06-14 21:28:57,0.726,0.134,0.14,"CA Attorney: California Is 'Like a Drunk, It Has to Hit Rock-Bottom' Before Things Change https://t.co/iDacbAmum4",FoxNews
321,0.296,2018-06-14 21:31:06,0.845,0.0,0.155,Elon Musk spends his own money to buy Tesla shares — again https://t.co/eljpaxoOIM https://t.co/RN9MNxhe6I,CNN
322,0.6908,2018-06-14 21:32:01,0.769,0.0,0.231,A big question hangs over HBO. How will the creative talent behind “The Sopranos” and “Game of Thrones” get along w… https://t.co/YzfCdgVHtx,nytimes
323,0.6908,2018-06-14 21:32:01,0.769,0.0,0.231,A big question hangs over HBO. How will the creative talent behind “The Sopranos” and “Game of Thrones” get along w… https://t.co/YzfCdgVHtx,nytimes
324,0.1779,2018-06-14 21:32:14,0.884,0.0,0.116,.@AlanDersh on IG report: DOJ watchdog should have been much tougher on Comey https://t.co/Vld8KwEjmx,FoxNews
325,0.5267,2018-06-14 21:32:26,0.815,0.0,0.185,FBI Director Christopher Wray holds a news conference on the Department of Justice Inspector General report.… https://t.co/3TLL48i6HI,FoxNews
326,0.0,2018-06-14 21:33:21,1.0,0.0,0.0,TONIGHT: Reps. Trey Gowdy and Bob Goodlatte speak to @BretBaier. Tune in to @SpecialReport on Fox News Channel at 6… https://t.co/X4yFPxqEz0,FoxNews
327,0.5719,2018-06-14 21:33:59,0.734,0.0,0.266,"FBI Director Christopher Wray: ""I appreciate the IG's work on this important review."" https://t.co/NxlYbIlejC https://t.co/RSIF4nGEoe",FoxNews
328,0.0,2018-06-14 21:35:19,1.0,0.0,0.0,The FBI holds a news conference on the DOJ watchdog's report on the Hillary Clinton email probe. Watch CNN:… https://t.co/irhwASCYFN,CNN
329,0.5267,2018-06-14 21:35:37,0.833,0.0,0.167,RT @CNNMoney: JUST IN: The Justice Department will not seek a stay in the AT&amp;T-Time Warner case https://t.co/BZgqsQho1m https://t.co/f42IL9…,CNN
330,0.1548,2018-06-14 21:36:46,0.805,0.084,0.11,"FBI Director Christopher Wray on IG report: ""I take this report very seriously and we accept its findings and recom… https://t.co/U1fsKWVNXa",FoxNews
331,0.3818,2018-06-14 21:38:04,0.867,0.0,0.133,"FBI Director Christopher Wray: ""The FBI's mission is to protect the American people and uphold the Constitution.""… https://t.co/d4IWjBSW7s",FoxNews
332,-0.7964,2018-06-14 21:38:04,0.664,0.336,0.0,"She often harbored suicidal thoughts. Now, this teen is using technology to fight them. https://t.co/jWlnuCmSf2 https://t.co/AxQSbStZG2",CNN
333,0.0,2018-06-14 21:39:34,1.0,0.0,0.0,"RT @CNNSitRoom: “Returning a salute is not the same as saluting someone, you always return a salute given to you,” Rep. Issa says about Tru…",CNN
334,-0.1027,2018-06-14 21:40:07,0.924,0.076,0.0,"FBI Director Christopher Wray: ""This report did not find any evidence of political bias or improper considerations… https://t.co/lFoqTR9TXD",FoxNews
335,0.0,2018-06-14 21:42:00,1.0,0.0,0.0,"FBI Director Christopher Wray: ""We need to hold ourselves accountable for the choices we make and the work we do."" https://t.co/YnOXxQhpQT",FoxNews
336,-0.7845,2018-06-14 21:42:22,0.669,0.331,0.0,"FBI Director Christopher Wray: ""The report does identify errors of judgment, violations of or even disregard for po… https://t.co/5cuXO23LXg",FoxNews
337,-0.1027,2018-06-14 21:44:53,0.931,0.069,0.0,FBI Director Christopher Wray says the inspector general report “did not find any evidence of political bias or imp… https://t.co/8rdUKwLf0S,CNN
338,-0.4215,2018-06-14 21:45:08,0.797,0.203,0.0,Rallies protesting immigrant family separations will take place across US https://t.co/Gqj2wiCcl2 https://t.co/WnREMfxxyb,CNN
339,-0.4678,2018-06-14 21:46:29,0.845,0.155,0.0,"RT @CNNSitRoom: The IG is right to condemn the ""astonishingly bad judgment"" by a few of the FBI employees, but the report is an ""exoneratio…",CNN
340,0.6597,2018-06-14 21:47:04,0.779,0.0,0.221,This week's primaries showed just how much the Republican Party has become the party of Trump and that its politici… https://t.co/YmL7PBRx3o,nytimes
341,0.6597,2018-06-14 21:47:04,0.779,0.0,0.221,This week's primaries showed just how much the Republican Party has become the party of Trump and that its politici… https://t.co/YmL7PBRx3o,nytimes
342,-0.8225,2018-06-14 21:48:00,0.703,0.297,0.0,"FBI Director Christopher Wray on the FBI: ""Just in the past several months, we've disrupted terrorist attacks in pl… https://t.co/uth2aaj436",FoxNews
343,0.3182,2018-06-14 21:49:11,0.887,0.0,0.113,"FBI Director Christopher Wray on IG report: ""We're gonna make sure that every FBI employee understands the lessons… https://t.co/XvUtOEew9G",FoxNews
344,0.0,2018-06-14 21:50:36,1.0,0.0,0.0,"FBI Director Christopher Wray said the FBI will ""hold employees accountable for any potential misconduct"" in respon… https://t.co/GKS0braNhZ",CNN
345,-0.25,2018-06-14 21:52:05,0.889,0.111,0.0,This is not the first time Trump unwittingly starred in foreign propaganda https://t.co/0pwZRqJGfC | Analysis by Z.… https://t.co/hhRf6nwQvO,CNN
346,-0.2023,2018-06-14 21:53:27,0.739,0.148,0.113,"FBI Director Christopher Wray on leaking: ""We're going to make painfully clear to everybody that we won't tolerate… https://t.co/z93I2VzNz0",FoxNews
347,-0.2023,2018-06-14 21:56:18,0.913,0.087,0.0,"FBI Director Christopher Wray on IG report: ""There's some sobering lessons in there and we're gonna learn those les… https://t.co/NOPhw9JiHC",FoxNews
348,-0.1027,2018-06-14 21:59:06,0.583,0.225,0.192,Prominent Iranian human rights lawyer detained again https://t.co/1uN4dAJnnq https://t.co/uhw9x4c4mo,CNN
349,0.0,2018-06-14 22:00:00,1.0,0.0,0.0,TUNE IN: Reps. Trey Gowdy and Bob Goodlatte speak to @BretBaier. Watch @SpecialReport now on Fox News Channel!… https://t.co/E1GgQSR7Ty,FoxNews
350,-0.4767,2018-06-14 22:02:03,0.886,0.114,0.0,RT @NYTimesAtWar: Helmets that were the wrong size and vehicles that partner nations do not have the parts to maintain are just some of the…,nytimes
351,-0.4767,2018-06-14 22:02:03,0.886,0.114,0.0,RT @NYTimesAtWar: Helmets that were the wrong size and vehicles that partner nations do not have the parts to maintain are just some of the…,nytimes
352,0.0,2018-06-14 22:09:19,1.0,0.0,0.0,"Rep. @TGowdySC on the DOJ IG report: ""Just what a dark day it is for the FBI and the DOJ."" #SpecialReport… https://t.co/YDu3RsimPE",FoxNews
353,0.0,2018-06-14 22:10:41,1.0,0.0,0.0,Garry Hartman runs one of the few chassis manufacturers left in the US. But stiff competition from China is making… https://t.co/qWROorXAHY,CNN
354,0.4019,2018-06-14 22:11:16,0.856,0.0,0.144,".@RepGoodlatte: ""This report shows that there was special treatment given to @HillaryClinton in the investigation o… https://t.co/xNJhmBRRsD",FoxNews
355,0.0,2018-06-14 22:15:35,1.0,0.0,0.0,House Majority Whip @SteveScalise has left the Capitol for tonight's Congressional Baseball Game. Scalise was wound… https://t.co/ER66jhnfAm,FoxNews
356,-0.4215,2018-06-14 22:16:02,0.843,0.157,0.0,Mixed martial arts star Conor McGregor expresses regret over bus brawl after brief court appearance… https://t.co/998SG8agNn,CNN
357,0.0,2018-06-14 22:17:04,1.0,0.0,0.0,She received an anonymous letter asking her to use a dryer or hang her laundry indoors. It backfired spectacularly. https://t.co/juc3x9V6nY,nytimes
358,0.0,2018-06-14 22:17:04,1.0,0.0,0.0,She received an anonymous letter asking her to use a dryer or hang her laundry indoors. It backfired spectacularly. https://t.co/juc3x9V6nY,nytimes
359,-0.5267,2018-06-14 22:21:04,0.779,0.221,0.0,UN calls for international inquiry into human rights violations in Kashmir https://t.co/jv3agMGbHP https://t.co/gYg23Bm2mc,CNN
360,-0.0191,2018-06-14 22:21:10,0.946,0.054,0.0,"Rep. @TGowdySC: ""It doesn't matter what Mueller comes up with, some people are going to believe because [FBI Specia… https://t.co/50dowrwRpR",FoxNews
361,0.0,2018-06-14 22:22:18,1.0,0.0,0.0,"Seven highlights from bombshell IG report.
https://t.co/PasbyXR84v",FoxNews
