,Compound,Date,Negative,Neutral,Positive,Tweet,User
362,-0.5574,2018-06-14 22:24:32,0.816,0.184,0.0,"Rob Rogers, an award-winning editorial cartoonist for the Pittsburgh Post-Gazette, has announced that he was fired… https://t.co/vnW1rIayz9",CNN
363,0.5106,2018-06-14 22:26:00,0.837,0.0,0.163,It's #FlagDay. Here are some fun facts about the American flag you may not have known. https://t.co/zqJv4O2BmL https://t.co/iUgsmPL4J2,CNN
364,-0.3818,2018-06-14 22:28:05,0.809,0.191,0.0,Troops to teachers brings service from the battlefield to the classroom. https://t.co/8G6hSPb9VN,FoxNews
365,-0.6126,2018-06-14 22:29:27,0.792,0.208,0.0,"Rep. @TGowdySC: ""All of us have lost when we have a department and a bureau that we can not have confidence in.""… https://t.co/p3WpsZ5zZb",FoxNews
366,0.6369,2018-06-14 22:31:10,0.575,0.119,0.305,"RNC chair's tweet spells doom for the party I love, writes S.E. Cupp for @CNNOpinion https://t.co/6UsntujTRs https://t.co/iTPS7petTK",CNN
367,0.0,2018-06-14 22:32:01,1.0,0.0,0.0,"U.S. Open 2018 live: leaderboard and first round updates
https://t.co/wnjdfwhyFx",nytimes
368,0.0,2018-06-14 22:32:01,1.0,0.0,0.0,"U.S. Open 2018 live: leaderboard and first round updates
https://t.co/wnjdfwhyFx",nytimes
369,-0.6249,2018-06-14 22:36:00,0.638,0.362,0.0,Arkansas highway drenched in Fireball whiskey after fiery semi-truck crash. https://t.co/TNs1mVGEAp,FoxNews
370,0.0,2018-06-14 22:36:07,1.0,0.0,0.0,Three Californias? Billionaires' fantasy world is on the ballot | By Jeff Yang via @CNNOpinion… https://t.co/CiymVADM4D,CNN
371,0.5574,2018-06-14 22:41:00,0.816,0.0,0.184,North Korea's state media depict Kim as hero and star of the Singapore summit with @POTUS. https://t.co/VqCJLjY7Nu,FoxNews
372,0.0,2018-06-14 22:41:03,1.0,0.0,0.0,"""Stranger Things"" star Millie Bobby Brown leaves Twitter amid cyberbulling https://t.co/JB5h4Vk0iL https://t.co/3kFSSSevtJ",CNN
373,-0.6705,2018-06-14 22:46:03,0.809,0.191,0.0,"The brother of the gunman who killed 17 students and adults at a Parkland, Florida, school has announced the launch… https://t.co/ihTzoNzWMW",CNN
374,-0.0772,2018-06-14 22:47:00,0.657,0.182,0.161,"FBI Director Wray admits mistakes made, stands by his investigators. https://t.co/zGyaD81qZQ",FoxNews
375,0.0,2018-06-14 22:47:03,1.0,0.0,0.0,"RT @ksacknyt: I spent a few weeks investigating the business record of the GOP frontrunner for governor in Georgia, Lt. Gov. Casey Cagle. I…",nytimes
376,0.0,2018-06-14 22:47:03,1.0,0.0,0.0,"RT @ksacknyt: I spent a few weeks investigating the business record of the GOP frontrunner for governor in Georgia, Lt. Gov. Casey Cagle. I…",nytimes
377,0.0,2018-06-14 22:47:43,1.0,0.0,0.0,RT @CNNSitRoom: Attorney General Jeff Sessions cites the Bible in defending the Trump administration's immigration policies resulting in fa…,CNN
378,0.0516,2018-06-14 22:48:50,0.921,0.0,0.079,Nigerian President Muhammadu Buhari offers national apology for presidential election annulled 25 years ago… https://t.co/mKIOneKyU9,CNN
379,-0.1027,2018-06-14 22:49:01,0.935,0.065,0.0,".@CharlesHurt on the DOJ IG report: ""The whole report also shows rampant political bias all up and down the system.… https://t.co/90LJ0KV0zt",FoxNews
380,-0.2023,2018-06-14 22:51:04,0.847,0.153,0.0,Roseanne Barr insists her controversial tweet was about anti-Semitism https://t.co/OxBDqd8dEs https://t.co/W1GHF9hWLm,CNN
381,0.0,2018-06-14 22:52:52,1.0,0.0,0.0,RT @CNNSitRoom: Mark @PrestonCNN reads from the GOP platform: “Children raised in a two-parent household tend to be physically and emotiona…,CNN
382,0.0,2018-06-14 22:56:44,1.0,0.0,0.0,.@HillaryClinton gives a 3-word reaction to the DOJ IG findings. https://t.co/sPQoJRrWQp,FoxNews
383,0.4902,2018-06-14 22:59:08,0.842,0.0,0.158,".@ChuckLane1: ""If Jim @Comey had followed policy and practice, he be would so much better off today.""… https://t.co/7YSkvEnSHE",FoxNews
384,0.7125,2018-06-14 23:01:52,0.702,0.0,0.298,PLAY BALL: Republicans and Democrats face off in the #CongressionalBaseballGame for charity.  (Courtesy: MLB Networ… https://t.co/MGQtnLq6dv,FoxNews
385,0.0,2018-06-14 23:02:07,1.0,0.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/uIEwWKsrso,nytimes
386,0.0,2018-06-14 23:02:07,1.0,0.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/uIEwWKsrso,nytimes
387,-0.7964,2018-06-14 23:02:07,0.738,0.262,0.0,"AG Jeff Sessions on immigration policy: Illegal entry into the US is a crime; ""I would cite you to the apostle Paul… https://t.co/FPgJdWiVnq",CNN
388,0.0,2018-06-14 23:06:07,1.0,0.0,0.0,"Attorney General Jeff Sessions cited the Bible in defending the Trump administration's immigration policies, especi… https://t.co/Vw9uf7Ggsc",CNN
389,0.0,2018-06-14 23:06:41,1.0,0.0,0.0,House Majority Whip @SteveScalise takes the field at the #CongressionalBaseballGame one year after he was shot whil… https://t.co/cit5xHbt66,FoxNews
390,0.4019,2018-06-14 23:11:05,0.876,0.0,0.124,GOP Senate nominees Kevin Cramer and Corey Stewart sought and received the support of an anti-LGBT group that links… https://t.co/pO0w1s7BW8,CNN
391,0.2732,2018-06-14 23:16:08,0.753,0.1,0.146,A policy adviser for two pro-Trump groups who came under fire last month when a video surfaced of him praising Nazi… https://t.co/9YkbQ7ZaUs,CNN
392,0.4588,2018-06-14 23:17:06,0.852,0.0,0.148,"RT @nytopinion: If you want to help sway the Trump administration to do the right thing for families coming across the border, here are som…",nytimes
393,0.4588,2018-06-14 23:17:06,0.852,0.0,0.148,"RT @nytopinion: If you want to help sway the Trump administration to do the right thing for families coming across the border, here are som…",nytimes
394,0.0,2018-06-14 23:18:29,1.0,0.0,0.0,"RT @OutFrontCNN: CNN's Erin Burnett: ""Democrats conclude Comey helped Trump. Trump concludes Comey helped Clinton. Both sides found somethi…",CNN
395,0.1779,2018-06-14 23:21:04,0.925,0.0,0.075,Afghanistan's cricket team makes history as it steps out on the pitch to face India in its first competitive Test m… https://t.co/ujpRd6khar,CNN
396,-0.5859,2018-06-14 23:25:00,0.766,0.234,0.0,".@RepSwalwell on IG report: ""This report found that there were no crimes by Clinton, no bias at the FBI and somethi… https://t.co/iS1ElAOZWa",FoxNews
397,0.0,2018-06-14 23:26:07,1.0,0.0,0.0,"Last week, a jogger was caught on video in Oakland throwing away a homeless man's possessions. In the days since th… https://t.co/2kE3xXQ9gb",CNN
398,0.0,2018-06-14 23:27:10,1.0,0.0,0.0,".@RepSwalwell on IG report: ""[@realDonaldTrump] just weeks before the election wanted to throw a parade for James… https://t.co/etMPUb3tyX",FoxNews
399,0.0,2018-06-14 23:29:49,1.0,0.0,0.0,"Danny Coulson on Clinton email probe: ""[The investigation] was conducted by people at a much too high level. They s… https://t.co/Ff8y3GXQHa",FoxNews
400,-0.2025,2018-06-14 23:31:07,0.758,0.141,0.101,"Brie Larson says she doesn't ""hate white dudes,"" but wants more diversity among film critics https://t.co/CoGyjhawSL https://t.co/Iqy5Q4lcuY",CNN
401,-0.2025,2018-06-14 23:31:07,0.758,0.141,0.101,"Brie Larson says she doesn't ""hate white dudes,"" but wants more diversity among film critics https://t.co/CoGyjhawSL https://t.co/Iqy5Q4lcuY",CNN
402,0.0,2018-06-14 23:32:00,1.0,0.0,0.0,Here's the 2018 election calendar https://t.co/3sjhX76teP,nytimes
403,0.0,2018-06-14 23:32:00,1.0,0.0,0.0,Here's the 2018 election calendar https://t.co/3sjhX76teP,nytimes
404,0.0,2018-06-14 23:35:58,1.0,0.0,0.0,".@marcthiessen on IG report: ""We now have confirmation that @HillaryClinton's recklessness in handling classified i… https://t.co/9m0Ve1CKdf",FoxNews
405,0.0,2018-06-14 23:36:03,1.0,0.0,0.0,Trump's zero-tolerance policy is un-American | By Alice Driver via @CNNOpinion https://t.co/0wdU5m7FgD,CNN
406,0.0,2018-06-14 23:36:03,1.0,0.0,0.0,Trump's zero-tolerance policy is un-American | By Alice Driver via @CNNOpinion https://t.co/0wdU5m7FgD,CNN
407,-0.3862,2018-06-14 23:37:15,0.617,0.236,0.147,"RT @OutFrontCNN: Sen. Richard Blumenthal: ""There is no reason, absolutely no excuse, for using this report to cast doubt on the special cou…",CNN
408,-0.3862,2018-06-14 23:37:15,0.617,0.236,0.147,"RT @OutFrontCNN: Sen. Richard Blumenthal: ""There is no reason, absolutely no excuse, for using this report to cast doubt on the special cou…",CNN
409,0.0,2018-06-14 23:37:34,1.0,0.0,0.0,.@SteveScalise 'back in the game' at Congressional Baseball event one year after being shot https://t.co/KCaQUXkdtN,FoxNews
410,0.0,2018-06-14 23:41:05,1.0,0.0,0.0,"A migrant ship's fate symbolizes a divided Europe, Andrea Mammone writes for @CNNOpinion https://t.co/CASBXR18fI https://t.co/t6m4S4uTpc",CNN
411,0.0,2018-06-14 23:41:05,1.0,0.0,0.0,"A migrant ship's fate symbolizes a divided Europe, Andrea Mammone writes for @CNNOpinion https://t.co/CASBXR18fI https://t.co/t6m4S4uTpc",CNN
412,0.5267,2018-06-14 23:41:28,0.848,0.0,0.152,RT @OutFrontCNN: The Justice Department's internal watchdog found that former FBI Director James Comey's actions in the Hillary Clinton ema…,CNN
413,0.5267,2018-06-14 23:41:28,0.848,0.0,0.152,RT @OutFrontCNN: The Justice Department's internal watchdog found that former FBI Director James Comey's actions in the Hillary Clinton ema…,CNN
414,0.34,2018-06-14 23:46:05,0.888,0.0,0.112,The US Department of Homeland Security said that it has identified malicious cyber activity by the North Korean gov… https://t.co/NMnGJ1U6Or,CNN
415,0.34,2018-06-14 23:46:05,0.888,0.0,0.112,The US Department of Homeland Security said that it has identified malicious cyber activity by the North Korean gov… https://t.co/NMnGJ1U6Or,CNN
416,-0.6486,2018-06-14 23:47:04,0.762,0.238,0.0,"An Oakland jogger, who was filmed throwing away a homeless man's belongings, was charged with a felony count of sec… https://t.co/WJjGVNmZRs",nytimes
417,-0.6486,2018-06-14 23:47:04,0.762,0.238,0.0,"An Oakland jogger, who was filmed throwing away a homeless man's belongings, was charged with a felony count of sec… https://t.co/WJjGVNmZRs",nytimes
418,0.2023,2018-06-14 23:47:20,0.893,0.0,0.107,"Moments ago, Republicans and Democrats playing in the #CongressionalBaseballGame stood as the national anthem playe… https://t.co/90XKdX8SAe",FoxNews
419,0.2023,2018-06-14 23:47:20,0.893,0.0,0.107,"Moments ago, Republicans and Democrats playing in the #CongressionalBaseballGame stood as the national anthem playe… https://t.co/90XKdX8SAe",FoxNews
420,-0.2263,2018-06-14 23:48:13,0.894,0.106,0.0,".@CLewandowski_ on NY AG's lawsuit against Trump Foundation: ""This is politics at its very worst."" #TheStory… https://t.co/9LyHnX3Vex",FoxNews
421,-0.2263,2018-06-14 23:48:13,0.894,0.106,0.0,".@CLewandowski_ on NY AG's lawsuit against Trump Foundation: ""This is politics at its very worst."" #TheStory… https://t.co/9LyHnX3Vex",FoxNews
422,-0.6597,2018-06-14 23:51:03,0.732,0.268,0.0,China is killing his business. Tariffs could make or break it. https://t.co/N3YgSNo9bo https://t.co/SrRkQcjzTS,CNN
423,-0.6597,2018-06-14 23:51:03,0.732,0.268,0.0,China is killing his business. Tariffs could make or break it. https://t.co/N3YgSNo9bo https://t.co/SrRkQcjzTS,CNN
424,-0.1027,2018-06-14 23:53:57,0.938,0.062,0.0,"Jonathan Turley on IG report: ""The inspector general did not say that there was an absence of evidence of bias, he… https://t.co/9ifr4JrlZV",FoxNews
425,-0.1027,2018-06-14 23:53:57,0.938,0.062,0.0,"Jonathan Turley on IG report: ""The inspector general did not say that there was an absence of evidence of bias, he… https://t.co/9ifr4JrlZV",FoxNews
426,0.4995,2018-06-14 23:56:03,0.84,0.0,0.16,The Trump administration has selected federal land in TX as a place to temporarily house unaccompanied immigrant ch… https://t.co/HPiC1ts7wf,CNN
427,0.4995,2018-06-14 23:56:03,0.84,0.0,0.16,The Trump administration has selected federal land in TX as a place to temporarily house unaccompanied immigrant ch… https://t.co/HPiC1ts7wf,CNN
428,-0.0258,2018-06-14 23:58:04,0.734,0.135,0.131,"Jonathan Turley on IG report: ""@Comey is now on the record once again for violating core Department of Justice rule… https://t.co/tV7ph6jKTO",FoxNews
429,-0.0258,2018-06-14 23:58:04,0.734,0.135,0.131,"Jonathan Turley on IG report: ""@Comey is now on the record once again for violating core Department of Justice rule… https://t.co/tV7ph6jKTO",FoxNews
430,0.0572,2018-06-15 00:01:06,0.88,0.0,0.12,"""Tag"" movie has moments but doesn't leave a mark https://t.co/BLXpAnibzF https://t.co/FjZi8oU4K2",CNN
431,0.0572,2018-06-15 00:01:06,0.88,0.0,0.12,"""Tag"" movie has moments but doesn't leave a mark https://t.co/BLXpAnibzF https://t.co/FjZi8oU4K2",CNN
432,0.3818,2018-06-15 00:02:02,0.741,0.093,0.167,"The Supreme Court struck down a Minnesota law that prohibits voters from wearing T-shirts, hats and buttons express… https://t.co/qXj2vyAakn",nytimes
433,0.3818,2018-06-15 00:02:02,0.741,0.093,0.167,"The Supreme Court struck down a Minnesota law that prohibits voters from wearing T-shirts, hats and buttons express… https://t.co/qXj2vyAakn",nytimes
434,0.0772,2018-06-15 00:06:03,0.929,0.0,0.071,"Mercedes Schlapp, the White House's director of strategic communications, posted a number of tweets in 2015 that we… https://t.co/gayhXLi3sm",CNN
435,0.0772,2018-06-15 00:06:03,0.929,0.0,0.071,"Mercedes Schlapp, the White House's director of strategic communications, posted a number of tweets in 2015 that we… https://t.co/gayhXLi3sm",CNN
436,0.3182,2018-06-15 00:06:24,0.887,0.0,0.113,"""This isn't King Donald Trump, it's President Donald Trump. He's responsible to us and it's a valid question: Where… https://t.co/kX2cyK2a1D",CNN
437,0.3182,2018-06-15 00:06:24,0.887,0.0,0.113,"""This isn't King Donald Trump, it's President Donald Trump. He's responsible to us and it's a valid question: Where… https://t.co/kX2cyK2a1D",CNN
438,0.0,2018-06-15 00:06:26,1.0,0.0,0.0,".@SpeakerRyan on #CongressionalBaseballGame: ""Our prayers are answered. Look at [@SteveScalise]. A year later, to t… https://t.co/9P4ZX05waT",FoxNews
439,0.0,2018-06-15 00:06:26,1.0,0.0,0.0,".@SpeakerRyan on #CongressionalBaseballGame: ""Our prayers are answered. Look at [@SteveScalise]. A year later, to t… https://t.co/9P4ZX05waT",FoxNews
440,-0.4588,2018-06-15 00:08:12,0.842,0.158,0.0,"RT @OutFrontCNN: One year after grievous gunshot wound, Steve Scalise returns to congressional baseball game https://t.co/tTNdwQuwTH https:…",CNN
441,-0.4588,2018-06-15 00:08:12,0.842,0.158,0.0,"RT @OutFrontCNN: One year after grievous gunshot wound, Steve Scalise returns to congressional baseball game https://t.co/tTNdwQuwTH https:…",CNN
442,0.0,2018-06-15 00:09:48,1.0,0.0,0.0,".@TuckerCarlson: ""The FBI is out of control."" #Tucker https://t.co/jzIMFufscP https://t.co/3z7f1y9YKm",FoxNews
443,0.0,2018-06-15 00:09:48,1.0,0.0,0.0,".@TuckerCarlson: ""The FBI is out of control."" #Tucker https://t.co/jzIMFufscP https://t.co/3z7f1y9YKm",FoxNews
444,0.0,2018-06-15 00:11:04,1.0,0.0,0.0,A full-time worker earning the federal minimum wage of $7.25 an hour won't be able to afford a 2-bedroom rental any… https://t.co/E28Zz4Jge6,CNN
445,0.0,2018-06-15 00:11:04,1.0,0.0,0.0,A full-time worker earning the federal minimum wage of $7.25 an hour won't be able to afford a 2-bedroom rental any… https://t.co/E28Zz4Jge6,CNN
446,0.0,2018-06-15 00:14:16,1.0,0.0,0.0,"Former FBI Assistant Director Ron Hosko on the DOJ IG report: ""It's deeply concerning."" https://t.co/jzIMFufscP https://t.co/aYrJ3udfbf",FoxNews
447,0.0,2018-06-15 00:14:16,1.0,0.0,0.0,"Former FBI Assistant Director Ron Hosko on the DOJ IG report: ""It's deeply concerning."" https://t.co/jzIMFufscP https://t.co/aYrJ3udfbf",FoxNews
448,-0.1027,2018-06-15 00:17:04,0.931,0.069,0.0,"RT @jwpetersNYT: GOP lawmakers in several states, with an assist from a well-funded, well-organized campaign, are coming down hard on campu…",nytimes
449,-0.1027,2018-06-15 00:17:04,0.931,0.069,0.0,"RT @jwpetersNYT: GOP lawmakers in several states, with an assist from a well-funded, well-organized campaign, are coming down hard on campu…",nytimes
450,0.5267,2018-06-15 00:20:37,0.833,0.0,0.167,"'We Will Have a Red Tide': VA GOP Sen Candidate Corey Stewart Rips Tim Kaine, Praises Trump 'Successes' https://t.co/esll8oOohT",FoxNews
451,0.5267,2018-06-15 00:20:37,0.833,0.0,0.167,"'We Will Have a Red Tide': VA GOP Sen Candidate Corey Stewart Rips Tim Kaine, Praises Trump 'Successes' https://t.co/esll8oOohT",FoxNews
452,0.5574,2018-06-15 00:21:07,0.787,0.0,0.213,"Elliot Schrage, a longtime Facebook exec who played a key role in helping the company organize its response to the… https://t.co/4hz6gOJ7su",CNN
453,0.5574,2018-06-15 00:21:07,0.787,0.0,0.213,"Elliot Schrage, a longtime Facebook exec who played a key role in helping the company organize its response to the… https://t.co/4hz6gOJ7su",CNN
454,0.0,2018-06-15 00:25:02,1.0,0.0,0.0,".@RepRatcliffe: ""I think the conclusions of a lot of folks looking at this report today was that Jim @Comey was a r… https://t.co/jikZ0JhVxV",FoxNews
455,0.0,2018-06-15 00:25:02,1.0,0.0,0.0,".@RepRatcliffe: ""I think the conclusions of a lot of folks looking at this report today was that Jim @Comey was a r… https://t.co/jikZ0JhVxV",FoxNews
456,-0.5859,2018-06-15 00:29:57,0.769,0.231,0.0,.@David_Bossie on the IG report: Some FBI employees desperately wanted to stop Trump from being elected. (via… https://t.co/0l7SBpkmt2,FoxNews
457,-0.5859,2018-06-15 00:29:57,0.769,0.231,0.0,.@David_Bossie on the IG report: Some FBI employees desperately wanted to stop Trump from being elected. (via… https://t.co/0l7SBpkmt2,FoxNews
458,0.5267,2018-06-15 00:31:06,0.793,0.0,0.207,6 takeaways from the Justice Department watchdog report on the Clinton email investigation https://t.co/2f88ThnL4L https://t.co/FfIFUi63OL,CNN
459,0.5267,2018-06-15 00:31:06,0.793,0.0,0.207,6 takeaways from the Justice Department watchdog report on the Clinton email investigation https://t.co/2f88ThnL4L https://t.co/FfIFUi63OL,CNN
460,0.5566,2018-06-15 00:32:06,0.759,0.066,0.175,"In Opinion, James Comey writes: 

""I do not agree with all of the inspector general’s conclusions, but I respect th… https://t.co/NDsmND6uhi",nytimes
461,0.5566,2018-06-15 00:32:06,0.759,0.066,0.175,"In Opinion, James Comey writes: 

""I do not agree with all of the inspector general’s conclusions, but I respect th… https://t.co/NDsmND6uhi",nytimes
462,0.0,2018-06-15 00:35:00,1.0,0.0,0.0,"FBI's anti-Trump lovebirds, Page and Strzok, used work phones to shield affair from spouses, according to the… https://t.co/K3fpp1vJSh",FoxNews
463,0.0,2018-06-15 00:35:00,1.0,0.0,0.0,"FBI's anti-Trump lovebirds, Page and Strzok, used work phones to shield affair from spouses, according to the… https://t.co/K3fpp1vJSh",FoxNews
464,-0.1893,2018-06-15 00:35:07,0.92,0.08,0.0,"“There was really no reason given, but I think that the events of the last week have been telling.” Veteran cartoon… https://t.co/PeraYsx3h8",CNN
465,-0.1893,2018-06-15 00:35:07,0.92,0.08,0.0,"“There was really no reason given, but I think that the events of the last week have been telling.” Veteran cartoon… https://t.co/PeraYsx3h8",CNN
466,0.0,2018-06-15 00:37:25,1.0,0.0,0.0,RT @CNNMoney: AT&amp;T announces it has completed the acquisition of Time Warner. The announcement comes two days after a judge ruled that the…,CNN
467,0.0,2018-06-15 00:37:25,1.0,0.0,0.0,RT @CNNMoney: AT&amp;T announces it has completed the acquisition of Time Warner. The announcement comes two days after a judge ruled that the…,CNN
468,0.3612,2018-06-15 00:45:09,0.884,0.0,0.116,Fannie Farmer was widely credited with inventing the modern recipe and was the first professional cook to insist th… https://t.co/qmYp7W1oFC,nytimes
469,0.3612,2018-06-15 00:45:09,0.884,0.0,0.116,Fannie Farmer was widely credited with inventing the modern recipe and was the first professional cook to insist th… https://t.co/qmYp7W1oFC,nytimes
470,0.0,2018-06-15 00:48:10,1.0,0.0,0.0,"In a new op-ed, @AlanDersh wrote, ""For me, the major takeaway...is that it conclusively demonstrates why we do not… https://t.co/MRskKCKauT",FoxNews
471,0.0,2018-06-15 00:48:10,1.0,0.0,0.0,"In a new op-ed, @AlanDersh wrote, ""For me, the major takeaway...is that it conclusively demonstrates why we do not… https://t.co/MRskKCKauT",FoxNews
472,-0.34,2018-06-15 00:49:32,0.902,0.098,0.0,".@DonaldJTrumpJr on the DOJ IG report: ""As damning as it was, it probably doesn't go far enough as it relates to wh… https://t.co/1dM0BrnczO",FoxNews
473,-0.34,2018-06-15 00:49:32,0.902,0.098,0.0,".@DonaldJTrumpJr on the DOJ IG report: ""As damning as it was, it probably doesn't go far enough as it relates to wh… https://t.co/1dM0BrnczO",FoxNews
474,0.0,2018-06-15 00:49:47,1.0,0.0,0.0,What James Comey did and what the IG's 500-page report said about it https://t.co/2TajVJd0oL https://t.co/HPGM9RPNei,CNN
475,0.0,2018-06-15 00:49:47,1.0,0.0,0.0,What James Comey did and what the IG's 500-page report said about it https://t.co/2TajVJd0oL https://t.co/HPGM9RPNei,CNN
476,0.0,2018-06-15 00:51:28,1.0,0.0,0.0,".@DonaldJTrumpJr on the DOJ IG report: ""When I see what's going on, I think I see what every one else in America is… https://t.co/NKYltZVndY",FoxNews
477,0.0,2018-06-15 00:51:28,1.0,0.0,0.0,".@DonaldJTrumpJr on the DOJ IG report: ""When I see what's going on, I think I see what every one else in America is… https://t.co/NKYltZVndY",FoxNews
478,-0.2263,2018-06-15 00:58:48,0.872,0.128,0.0,"""It's nonsense."" —@DonaldJTrumpJr on the NY Attorney General's lawsuit against the Trump Foundation… https://t.co/fUwJwrvO0J",FoxNews
479,-0.2263,2018-06-15 00:58:48,0.872,0.128,0.0,"""It's nonsense."" —@DonaldJTrumpJr on the NY Attorney General's lawsuit against the Trump Foundation… https://t.co/fUwJwrvO0J",FoxNews
480,0.5859,2018-06-15 01:01:21,0.759,0.0,0.241,".@DonaldJTrumpJr on @POTUS: ""They're watching him win despite all of the noise."" https://t.co/7EjQ8BhX0F",FoxNews
481,0.5859,2018-06-15 01:01:21,0.759,0.0,0.241,".@DonaldJTrumpJr on @POTUS: ""They're watching him win despite all of the noise."" https://t.co/7EjQ8BhX0F",FoxNews
482,0.0,2018-06-15 01:02:02,1.0,0.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/wi3e5hCnPp,nytimes
483,0.0,2018-06-15 01:02:02,1.0,0.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/wi3e5hCnPp,nytimes
484,0.0,2018-06-15 01:07:07,1.0,0.0,0.0,Dem Attorney: There's an 'Exaggeration' of Strzok's Impact on Trump https://t.co/wyxVeFIzmd,FoxNews
485,0.0,2018-06-15 01:07:07,1.0,0.0,0.0,Dem Attorney: There's an 'Exaggeration' of Strzok's Impact on Trump https://t.co/wyxVeFIzmd,FoxNews
486,0.0,2018-06-15 01:07:44,1.0,0.0,0.0,"RT @JesseDrucker: Marcus Owens, who ran IRS nonprofit division during Bush I and Clinton admins, cited several cases where people were crim…",nytimes
487,0.0,2018-06-15 01:07:44,1.0,0.0,0.0,"RT @JesseDrucker: Marcus Owens, who ran IRS nonprofit division during Bush I and Clinton admins, cited several cases where people were crim…",nytimes
488,0.5719,2018-06-15 01:15:05,0.783,0.0,0.217,"President Donald Trump has approved tariffs on $50 billion worth of Chinese goods, according to a source with knowl… https://t.co/fPMFqRhB3x",CNN
489,0.5719,2018-06-15 01:15:05,0.783,0.0,0.217,"President Donald Trump has approved tariffs on $50 billion worth of Chinese goods, according to a source with knowl… https://t.co/fPMFqRhB3x",CNN
490,0.0,2018-06-15 01:15:15,1.0,0.0,0.0,".@seanhannity: ""With @HillaryClinton, everyone was given immunity. With @realDonaldTrump, it's search warrants, sub… https://t.co/Li3GsNP0Gu",FoxNews
491,0.0,2018-06-15 01:15:15,1.0,0.0,0.0,".@seanhannity: ""With @HillaryClinton, everyone was given immunity. With @realDonaldTrump, it's search warrants, sub… https://t.co/Li3GsNP0Gu",FoxNews
492,0.1027,2018-06-15 01:17:03,0.887,0.0,0.113,A measure to legalize abortion in Argentina cleared its first major hurdle https://t.co/TPbw7Zm1XU,nytimes
493,0.1027,2018-06-15 01:17:03,0.887,0.0,0.113,A measure to legalize abortion in Argentina cleared its first major hurdle https://t.co/TPbw7Zm1XU,nytimes
494,-0.5859,2018-06-15 01:20:06,0.745,0.255,0.0,.@David_Bossie on IG report: Some FBI employees desperately wanted to stop Trump from being elected https://t.co/vH9cbtSfVA,FoxNews
495,-0.5859,2018-06-15 01:20:06,0.745,0.255,0.0,.@David_Bossie on IG report: Some FBI employees desperately wanted to stop Trump from being elected https://t.co/vH9cbtSfVA,FoxNews
496,0.0,2018-06-15 01:23:06,1.0,0.0,0.0,AT&amp;T announces it has completed the acquisition of Time Warner. The announcement comes two days after a judge ruled… https://t.co/KMehy3XT3n,CNN
497,0.0,2018-06-15 01:23:06,1.0,0.0,0.0,AT&amp;T announces it has completed the acquisition of Time Warner. The announcement comes two days after a judge ruled… https://t.co/KMehy3XT3n,CNN
498,-0.3182,2018-06-15 01:26:36,0.827,0.173,0.0,"James Gnomey: Hours after IG report released, Comey posts odd photo https://t.co/temp7jNw62",FoxNews
499,-0.3182,2018-06-15 01:26:36,0.827,0.173,0.0,"James Gnomey: Hours after IG report released, Comey posts odd photo https://t.co/temp7jNw62",FoxNews
